fecha,anio,mes_num,departamento,pasajeros_aereos_internacionales
2014-01-01,2014,1,CAUCA,89
2014-01-01,2014,1,CESAR,152
2014-01-01,2014,1,CORDOBA,382
2014-01-01,2014,1,HUILA,366
2014-01-01,2014,1,LA GUAJIRA,230
2014-01-01,2014,1,MAGDALENA,590
2014-01-01,2014,1,META,5
2014-01-01,2014,1,NARINO,231
2014-01-01,2014,1,NORTE DE SANTANDER,2631
2014-01-01,2014,1,PUTUMAYO,16
2014-01-01,2014,1,QUINDIO,2247
2014-01-01,2014,1,RISARALDA,6607
2014-01-01,2014,1,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2659
2014-01-01,2014,1,SANTANDER,4243
2014-01-01,2014,1,TOLIMA,186
2014-01-01,2014,1,VALLE DEL CAUCA,32725
2014-02-01,2014,2,AMAZONAS,42
2014-02-01,2014,2,ANTIOQUIA,32383
2014-02-01,2014,2,ATLANTICO,8890
2014-02-01,2014,2,BOGOTA D.C.,214540
2014-02-01,2014,2,BOLIVAR,18288
2014-02-01,2014,2,CALDAS,286
2014-02-01,2014,2,CAQUETA,4
2014-02-01,2014,2,CASANARE,11
2014-02-01,2014,2,CAUCA,51
2014-02-01,2014,2,CESAR,184
2014-02-01,2014,2,CORDOBA,209
2014-02-01,2014,2,HUILA,135
2014-02-01,2014,2,LA GUAJIRA,174
2014-02-01,2014,2,MAGDALENA,503
2014-02-01,2014,2,META,3
2014-02-01,2014,2,NARINO,57
2014-02-01,2014,2,NORTE DE SANTANDER,1301
2014-02-01,2014,2,QUINDIO,1713
2014-02-01,2014,2,RISARALDA,4791
2014-02-01,2014,2,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",3654
2014-02-01,2014,2,SANTANDER,2392
2014-02-01,2014,2,TOLIMA,136
2014-02-01,2014,2,VALLE DEL CAUCA,23707
2014-03-01,2014,3,AMAZONAS,22
2014-03-01,2014,3,ANTIOQUIA,37930
2014-03-01,2014,3,ATLANTICO,9799
2014-03-01,2014,3,BOGOTA D.C.,234275
2014-03-01,2014,3,BOLIVAR,18136
2014-03-01,2014,3,CALDAS,281
2014-03-01,2014,3,CAQUETA,5
2014-03-01,2014,3,CASANARE,13
2014-03-01,2014,3,CAUCA,32
2014-03-01,2014,3,CESAR,191
2014-03-01,2014,3,CHOCO,1
2014-03-01,2014,3,CORDOBA,286
2014-03-01,2014,3,HUILA,182
2014-03-01,2014,3,LA GUAJIRA,26
2014-03-01,2014,3,MAGDALENA,582
2014-03-01,2014,3,META,4
2014-03-01,2014,3,NARINO,114
2014-03-01,2014,3,NORTE DE SANTANDER,1079
2014-03-01,2014,3,QUINDIO,1717
