fecha,fecha_predicha,departamento,target,prediccion,error,error_abs,horizonte,meses_horizonte
2024-09-01,2025-09-01,NORTE DE SANTANDER,3761.535,3484.9414,276.59359374999985,276.59359374999985,h12,12
2024-01-01,2025-01-01,PUTUMAYO,265.0,175.3646,89.63540649414062,89.63540649414062,h12,12
2024-02-01,2025-02-01,PUTUMAYO,187.0,160.919,26.08099365234375,26.08099365234375,h12,12
2024-03-01,2025-03-01,PUTUMAYO,226.0,205.212,20.787994384765625,20.787994384765625,h12,12
2024-04-01,2025-04-01,PUTUMAYO,158.0,135.73523,22.2647705078125,22.2647705078125,h12,12
2024-05-01,2025-05-01,PUTUMAYO,113.0,118.447,-5.446998596191406,5.446998596191406,h12,12
2024-06-01,2025-06-01,PUTUMAYO,127.0,127.855606,-0.8556060791015625,0.8556060791015625,h12,12
2024-07-01,2025-07-01,PUTUMAYO,157.0,155.91524,1.0847625732421875,1.0847625732421875,h12,12
2024-08-01,2025-08-01,PUTUMAYO,185.0,165.18782,19.812179565429688,19.812179565429688,h12,12
2024-09-01,2025-09-01,PUTUMAYO,108.0,150.53069,-42.53068542480469,42.53068542480469,h12,12
2024-01-01,2025-01-01,QUINDIO,2298.0,2853.2378,-555.23779296875,555.23779296875,h12,12
2024-02-01,2025-02-01,QUINDIO,2640.0,2994.081,-354.0810546875,354.0810546875,h12,12
2024-03-01,2025-03-01,QUINDIO,2382.0,3011.1045,-629.1044921875,629.1044921875,h12,12
2024-04-01,2025-04-01,QUINDIO,2370.0,2684.7705,-314.7705078125,314.7705078125,h12,12
2024-05-01,2025-05-01,QUINDIO,2213.0,2700.489,-487.489013671875,487.489013671875,h12,12
2024-06-01,2025-06-01,QUINDIO,2806.0,2821.563,-15.56298828125,15.56298828125,h12,12
2024-07-01,2025-07-01,QUINDIO,2694.029,3599.764,-905.734916015625,905.734916015625,h12,12
2024-08-01,2025-08-01,QUINDIO,3715.0,3908.073,-193.072998046875,193.072998046875,h12,12
2024-09-01,2025-09-01,QUINDIO,2111.0,2925.1191,-814.119140625,814.119140625,h12,12
2024-01-01,2025-01-01,RISARALDA,3033.303,2725.5864,307.7165742187499,307.7165742187499,h12,12
2024-02-01,2025-02-01,RISARALDA,2812.211,2758.2434,53.967591796874785,53.967591796874785,h12,12
2024-03-01,2025-03-01,RISARALDA,2504.471,2824.636,-320.164986328125,320.164986328125,h12,12
2024-04-01,2025-04-01,RISARALDA,2779.102,2810.2205,-31.11845898437514,31.11845898437514,h12,12
2024-05-01,2025-05-01,RISARALDA,2260.278,2794.5498,-534.2718046875002,534.2718046875002,h12,12
2024-06-01,2025-06-01,RISARALDA,2915.094,2974.2837,-59.18969140624995,59.18969140624995,h12,12
2024-07-01,2025-07-01,RISARALDA,3736.376,3410.6682,325.7077871093752,325.7077871093752,h12,12
2024-08-01,2025-08-01,RISARALDA,4284.996,3929.043,355.9530312500001,355.9530312500001,h12,12
2024-09-01,2025-09-01,RISARALDA,2834.125,3015.4236,-181.298583984375,181.298583984375,h12,12
2024-01-01,2025-01-01,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",3553.142,3443.979,109.16299609374983,109.16299609374983,h12,12
2024-02-01,2025-02-01,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",3379.663,3575.7578,-196.0948125,196.0948125,h12,12
2024-03-01,2025-03-01,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",4014.696,3737.8372,276.8588417968749,276.8588417968749,h12,12
2024-04-01,2025-04-01,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",3202.526,3284.9954,-82.46936132812516,82.46936132812516,h12,12
2024-05-01,2025-05-01,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2945.645,3021.2754,-75.63039062500002,75.63039062500002,h12,12
2024-06-01,2025-06-01,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",4319.86,3563.4575,756.4024804687497,756.4024804687497,h12,12
2024-07-01,2025-07-01,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2394.25,3715.805,-1321.554931640625,1321.554931640625,h12,12
2024-08-01,2025-08-01,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",3820.677,4203.7427,-383.06567578124987,383.06567578124987,h12,12
2024-09-01,2025-09-01,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2677.491,4103.1904,-1425.6994296875,1425.6994296875,h12,12
2024-01-01,2025-01-01,SANTANDER,3036.0,2974.1045,61.8955078125,61.8955078125,h12,12
2024-02-01,2025-02-01,SANTANDER,2275.0,2751.111,-476.111083984375,476.111083984375,h12,12
2024-03-01,2025-03-01,SANTANDER,3139.0,2915.233,223.76708984375,223.76708984375,h12,12
2024-04-01,2025-04-01,SANTANDER,2682.0,3143.2056,-461.20556640625,461.20556640625,h12,12
2024-05-01,2025-05-01,SANTANDER,2682.0,2970.9983,-288.998291015625,288.998291015625,h12,12
2024-06-01,2025-06-01,SANTANDER,2284.019,3475.9485,-1191.9294863281252,1191.9294863281252,h12,12
2024-07-01,2025-07-01,SANTANDER,3517.0,3550.1008,-33.100830078125,33.100830078125,h12,12
2024-08-01,2025-08-01,SANTANDER,3067.0,3041.6277,25.372314453125,25.372314453125,h12,12
2024-09-01,2025-09-01,SANTANDER,2486.0,2936.3457,-450.345703125,450.345703125,h12,12
2024-01-01,2025-01-01,SUCRE,206.0,120.99241,85.0075912475586,85.0075912475586,h12,12
2024-02-01,2025-02-01,SUCRE,196.0,118.27631,77.72368621826172,77.72368621826172,h12,12
2024-03-01,2025-03-01,SUCRE,205.0,190.56703,14.432968139648438,14.432968139648438,h12,12
2024-04-01,2025-04-01,SUCRE,209.0,209.86142,-0.861419677734375,0.861419677734375,h12,12
2024-05-01,2025-05-01,SUCRE,192.0,133.11542,58.88458251953125,58.88458251953125,h12,12
2024-06-01,2025-06-01,SUCRE,240.0,201.31294,38.68705749511719,38.68705749511719,h12,12
2024-07-01,2025-07-01,SUCRE,297.0,226.44753,70.55247497558594,70.55247497558594,h12,12
